artist,artist_href,life,num_artworks
Marsden Hartley,/en/marsden-hartley,1877 - 1943,33
Hans Hartung,/en/hans-hartung,1904 - 1989,21
George Harvey,/en/george-harvey,1806 - 1876,131
Goyo Hashiguchi,/en/goyo-hashiguchi,1880 - 1921,17
Childe Hassam,/en/childe-hassam,1859 - 1935,550
Mona Hatoum,/en/mona-hatoum,born 1952,13
Hryhorii Havrylenko,/en/hryhorii-havrylenko,1927 - 1984,714
William Hawkins,/en/william-hawkins,1895 - 1990,38
Alex Hay,/en/alex-hay,born 1930,11
Louis Hayet,/en/louis-hayet,1864 - 1940,32
Francesco Hayez,/en/francesco-hayez,1791 - 1882,142
Werner Haypeter,/en/werner-haypeter,born 1955,10
Martin Johnson Heade,/en/martin-johnson-heade,1819 - 1904,48
John Heartfield,/en/john-heartfield,1891 - 1968,41
Ernest Hébert,/en/ernest-hebert,1817 - 1908,60
Jeanne Hébuterne,/en/jeanne-hebuterne,1898 - 1920,4
Erich Heckel,/en/erich-heckel,1893 - 1970,19
Ralph Hedley,/en/ralph-hedley,1848 - 1913,78
Jacoba van Heemskerck,/en/jacoba-van-heemskerck,1876 - 1923,23
Hubertine Heijermans,/en/hubertine-heijermans,born 1936,52
Thomas Theodor Heine,/en/thomas-theodor-heine,1867 - 1948,20
Robert Heinecken,/en/robert-heinecken,1931 - 2006,10
Michael Heizer,/en/michael-heizer,born 1944,11
Al Held,/en/al-held,1928 - 2005,30
Jesus Helguera,/en/jesus-helguera,1910 - 1971,18
Jean Helion,/en/jean-helion,1904 - 1987,40
Jan van Hemessen,/en/jan-van-hemessen,c.1500 - c.1566,30
Jeremy Henderson,/en/jeremy-henderson,1952 - 2009,11
John Henderson,/en/john-henderson,1860 - 1924,5
Hermann Hendrich,/en/hermann-hendrich,1854 - 1931,15
Barkley L. Hendricks,/en/barkley-l-hendricks,1945 - 2017,39
Robert Henri,/en/robert-henri,1865 - 1929,262
Armand Henrion,/en/armand-henrion,1875 - 1958,16
George Henry,/en/george-henry,1858 - 1943,38
Paul Henry,/en/paul-henry,1876 - 1958,28
Auguste Herbin,/en/auguste-herbin,1882 - 1960,80
Josef Herman,/en/josef-herman,1911 - 2000,15
Charles Hermans,/en/charles-hermans,1839 - 1924,16
Jacques Hérold,/en/jacques-h-rold,1910 - 1987,50
Patrick Heron,/en/patrick-heron,1920 - 1999,29
Herrad of Landsberg,/en/herrad-of-landsberg,c.1130 - 1195,46
Saturnino Herran,/en/saturnino-herran,1887 - 1918,12
Carmen Herrera,/en/carmen-herrera,born 1915,16
Francisco Herrera,/en/francisco-herrera,1576 - 1656,14
Hermann Ottomar Herzog,/en/hermann-ottomar-herzog,1832 - 1932,51
Eva Hesse,/en/eva-hesse,1936 - 1970,34
Joy Hester,/en/joy-hester,1920 - 1960,37
Prudence Heward,/en/prudence-heward,1896 - 1947,24
Jean Hey,/en/jean-hey,c.1475 - c.1500,21
Anton Heyboer,/en/anton-heyboer,1924 - 2005,31
Hans Heysen,/en/hans-heysen,1877 - 1968,36
Dale Hickey,/en/dale-hickey,born 1937,15
Edward Hicks,/en/edward-hicks,1780 - 1849,75
Sheila Hicks,/en/sheila-hicks,born 1934,14
Carmen Osés Hidalgo,/en/carmen-oses-hidalgo,1897 - 1961,9
Jose Higuera,/en/jose-higuera,born 1970,10
Hildegard of Bingen,/en/hildegard-of-bingen,1098 - 1179,18
Thomas Hill,/en/thomas-hill,1829 - 1908,96
John Hilliard,/en/john-hilliard,born 1945,10
Nicholas Hilliard,/en/nicholas-hilliard,c.1547 - 1619,15
Lewis Hine,/en/lewis-hine,1874 - 1940,22
Charles Hinman,/en/charles-hinman,born 1932,15
David Michael Hinnebusch,/en/david-michael-hinnebusch,born 1964,182
Hans Hinterreiter,/en/hans-hinterreiter,1902 - 1989,56
Unichi Hiratsuka,/en/unichi-hiratsuka,1895 - 1997,31
Adolf Hirémy-Hirschl,/en/adolf-hiremy-hirschl,1860 - 1933,32
Hiroshige,/en/hiroshige,1797 - 1858,203
Thomas Hirschhorn,/en/thomas-hirschhorn,born 1957,15
Hanna Hirsch-Pauli,/en/hanna-hirsch-pauli,born 1864,17
Damien Hirst,/en/damien-hirst,born 1965,29
Rafael García Hispaleto (El Hispaleto),/en/el-hispaleto,c.1832 - c.1854,6
Oleksandr Hnylyzkyj,/en/oleksandr-hnylyzkyj,1961 - 2009,119
Hannah Hoch,/en/hannah-hoch,1889 - 1978,13
David Hockney,/en/david-hockney,born 1937,0
Howard Hodgkin,/en/howard-hodgkin,born 1932,20
Frances Hodgkins,/en/frances-hodgkins,1869 - 1947,17
Ferdinand Hodler,/en/ferdinand-hodler,1853 - 1918,256
Hans Hoffmann,/en/hans-hoffmann,c.1530 - 1591,17
Hans Hofmann,/en/hans-hofmann,1880 - 1966,100
William Hogarth,/en/william-hogarth,1697 - 1764,145
Toyota Hokkei,/en/toyota-hokkei,1780 - 1850,44
Katsushika Hokusai,/en/katsushika-hokusai,1760 - 1849,267
Hans Holbein the Elder,/en/hans-holbein-the-elder,c.1460 - 1524,55
Hans Holbein the Younger,/en/hans-holbein-the-younger,c.1497 - 1543,150
Clarence Holbrook Carter,/en/clarence-holbrook-carter,1904 - 2000,59
Frank Holl,/en/frank-holl,1845 - 1888,29
Wenceslaus Hollar,/en/wenceslaus-hollar,1607 - 1677,20
Carsten Holler,/en/carsten-holler,born 1961,10
Jammie Holmes,/en/jammie-holmes,born c.1985,48
Oleg Holosiy,/en/oleg-holosiy,1965 - 1993,372
Carl Holsøe,/en/carl-holsoe,1863 - 1935,47
Nancy Holt,/en/nancy-holt,1938 - 2014,5
Oskar Holweck,/en/oskar-holweck,1924 - 2007,22
Winslow Homer,/en/winslow-homer,1836 - 1910,146
Melchior d'Hondecoeter,/en/melchior-d-hondecoeter,c.1636 - 1695,14
Nathaniel Hone the Younger,/en/nathaniel-hone-the-younger,1831 - 1917,38
Gottfried Honegger,/en/gottfried-honegger,born 1917,23
Varnette Honeywood,/en/varnette-p-honeywood,1950 - 2010,14
Xu Hongming,/en/xu-hongming,born 1971,18
Chen Hongshou,/en/chen-hongshou,1598 - 1652,15
Pieter de Hooch,/en/pieter-de-hooch,1629 - 1684,52
Edward Hopper,/en/edward-hopper,1882 - 1967,182
John Hoppner,/en/john-hoppner,1758 - 1810,51
Rebecca Horn,/en/rebecca-horn,born 1944,14
Roni Horn,/en/roni-horn,born 1955,23
Marc Horowitz,/en/marc-horowitz,born 1976,47
Alla Horska,/en/alla-horska,1929 - 1970,32
Ralph Hotere,/en/ralph-hotere,1931 - 2013,26
Jean-Antoine Houdon,/en/jean-antoine-houdon,1741 - 1828,19
Jean Jansem,/en/jean-jansem,1920 - 2013,4
Hovsep Pushman,/en/hovsep-pushman,1877 - 1966,4
Ray Howlett,/en/ray-howlett,born 1940,13
John Hoyland,/en/john-hoyland,1934 - 2011,78
Huang Shen,/en/huang-shen,1687 - 1772,5
Li Huasheng,/en/li-huasheng,born 1944,15
William Henry Huddle,/en/william-henry-huddle,1848 - 1892,10
František Hudeček,/en/frantisek-hudecek,1909 - 1990,25
Douglas Huebler,/en/douglas-huebler,1924 - 1997,14
Arthur Hughes,/en/arthur-hughes,1832 - 1915,39
Edward Robert Hughes,/en/edward-robert-hughes,1851 - 1914,75
Georges Hugnet,/en/georges-hugnet,1906 - 1974,50
Jean Hugo,/en/jean-hugo,1894 - 1984,35
Valentine Hugo,/en/valentine-hugo,1887 - 1968,20
Victor Hugo,/en/victor-hugo,1802 - 1885,36
Albert Huie,/en/albert-huie,1920 - 2010,16
Emperor Huizong,/en/emperor-huizong,1082 - 1135,10
Gary Hume,/en/gary-hume,born 1962,19
Friedensreich Hundertwasser,/en/friedensreich-hundertwasser,1928 - 2000,82
William Henry Hunt,/en/william-henry-hunt,1790 - 1864,50
William Holman Hunt,/en/william-holman-hunt,1827 - 1910,52
Emil Hünten,/en/emil-hunten,1827 - 1902,12
Clementine Hunter,/en/clementine-hunter,1886 - 1988,24
Robert Huot,/en/robert-huot,born 1935,19
Frank Hurley,/en/frank-hurley,1885 - 1962,12
Luchita Hurtado,/en/luchita-hurtado,1920 - 2020,27
M.F. Husain,/en/m-f-husain,1915 - 2011,79
Huseyin Avni Lifij,/en/huseyin-avni-lifij,1886 - 1927,8
Alfred Heber Hutty,/en/alfred-heber-hutty,born 1877,19
Pierre Huyghe,/en/pierre-huyghe,born 1962,10
Chul Hyun Ahn,/en/chul-hyun-ahn,born 1971,10
Ian Bent,/en/ian-bent,born 1945,7
Leiko Ikemura,/en/leiko-ikemura,born 1951,12
Il Sassetta (Stefano di Giovanni),/en/sassetta,c.1392 - c.1451,25
Il Sodoma,/en/il-sodoma,1477 - 1549,38
Sorin Ilfoveanu,/en/sorin-ilfoveanu,born 1942,17
Sergio Illuminato,/en/sergio-illuminato,born 1963,31
Istvan Ilosvai Varga,/en/istvan-ilosvai-varga,1895 - 1978,31
Ilse D'Hollander,/en/ilse-dhollander,1968 - 1997,10
Jorg Immendorff,/en/jorg-immendorff,1945 - 2007,18
Robert Indiana,/en/robert-indiana,born 1928,35
Filippo Indoni,/en/filippo-indoni,1842 - 1908,46
Domenico Induno,/en/domenico-induno,1815 - 1878,28
Gerolamo Induno,/en/gerolamo-induno,1825 - 1890,120
John Stuart Ingle,/en/john-stuart-ingle,1933 - 2010,7
Jean Auguste Dominique Ingres,/en/jean-auguste-dominique-ingres,1780 - 1867,287
Callum Innes,/en/callum-innes,born 1962,15
George Inness,/en/george-inness,1825 - 1894,26
Vincenzo Irolli,/en/vincenzo-irolli,1860 - 1949,23
Albert Irvin,/en/albert-irvin,born 1922,15
Robert Irwin,/en/robert-irwin,born 1928,12
Eduard Isabekyan,/en/eduard-isabekyan,1914 - 2007,5
Iosif Iser,/en/iosif-iser,1881 - 1958,73
Iseult Labote,/en/iseult-labote,born 1959,18
Isidore Isou,/en/isidore-isou,1925 - 2007,20
Isaac Israels,/en/isaac-israels,1865 - 1934,126
Alexandre Istrati,/en/alexandre-istrati,1915 - 1991,44
Ilya Isupov,/en/ilya-isupov,born 1971,66
Ito Shinsui,/en/ito-shinsui,1898 - 1972,21
Johannes Itten,/en/johannes-itten,1888 - 1967,35
Alexander Ivanov,/en/alexander-ivanov,1806 - 1858,87
Lucy Ivanova,/en/lucy-ivanova,born 1989,13
Alfredo Jaar,/en/alfredo-jaar,born 1956,10
Richard Jack,/en/richard-jack,1866 - 1952,44
A.Y. Jackson,/en/a-y-jackson,1882 - 1974,31
John Jackson,/en/john-jackson,1778 - 1831,93
Ward Jackson,/en/ward-jackson,1928 - 2004,10
Max Jacob,/en/max-jacob,1876 - 1944,6
Antonio Jacobsen,/en/antonio-jacobsen,1850 - 1921,43
Paul Jacoulet,/en/paul-jacoulet,1896 - 1960,156
Alexandre Jacovleff,/en/alexandre-jacovleff,1887 - 1938,59
Charles Jacque,/en/charles-jacque,1813 - 1894,25
Jacqueline Hick,/en/jacqueline-hick,1919 - 2004,20
Bruno Jakob,/en/bruno-jakob,born 1954,10
Georgios Jakobides,/en/georgios-jakobides,1853 - 1932,30
Ito Jakuchu,/en/ito-jakuchu,1716 - 1800,36
David James,/en/david-james,1853 - 1904,28
Johannes Jan Schoonhoven,/en/johannes-jan-schoonhoven,1914 - 1994,24
Jana Brike,/en/jana-brike,born 1980,13
Marcel Janco,/en/marcel-janco,1895 - 1984,53
Louis Janmot,/en/louis-janmot,1814 - 1892,22
Geertgen tot Sint Jans,/en/gertgen-tot-sint-yans,c.1465 - c.1495,16
Eugène Jansson,/en/eugene-jansson,1862 - 1915,79
Rune Jansson,/en/rune-jansson,born 1918,19
Tove Jansson,/en/tove-jansson,1914 - 2001,27
Tess Jaray,/en/tess-jaray,born 1937,18
Eero Järnefelt,/en/jarnefelt-eero,1863 - 1937,54
JAROSLAV KELUC,/en/jaroslav-keluc,1905 - 1994,33
Valerie Jaudon,/en/valerie-jaudon,born 1945,15
Jean-Baptiste Greuze,/en/jean-baptiste-greuze,1725 - 1809,25
Paul Jenkins,/en/paul-jenkins,1923 - 2012,86
Alfred Jensen,/en/alfred-jensen,1903 - 1981,27
Jean-Paul Jerome,/en/jean-paul-jerome,1928 - 2004,20
Jimmy Ortiz,/en/jimmy-ortiz,born c.1958,18
Jan Joest,/en/jan-joest,c.1450 - 1519,20
Augustus John,/en/augustus-john,1878 - 1961,77
Gwen John,/en/gwen-john,1876 - 1939,45
Jasper Johns,/en/jasper-johns,born 1930,85
David Johnson,/en/david-johnson,1827 - 1908,74
Eastman Johnson,/en/eastman-johnson,1824 - 1906,152
Joshua Johnson,/en/joshua-johnson,c.1763 - c.1824,23
William H. Johnson,/en/william-h-johnson,1901 - 1970,102
Frank Johnston,/en/frank-johnston,1888 - 1949,16
Allen Jones,/en/allen-jones,born 1937,17
Lois Mailou Jones,/en/lois-mailou-jones,1905 - 1998,29
Owen Jones,/en/owen-jones,1809 - 1874,102
Thomas Jones,/en/thomas-jones,1742 - 1803,31
Johan Jongkind,/en/johan-jongkind,1819 - 1891,33
Jarik Jongman,/en/jarik-jongman,born 1962,16
JonOne,/en/jonone,born 1963,10
Sven Jonson,/en/sven-jonson,1902 - 1981,25
Asgrimur Jonsson,/en/asgrimur-jonsson,1876 - 1958,30
Jacob Jordaens,/en/jacob-jordaens,1593 - 1678,152
Jordão de Oliveira,/en/jordao-de-oliveira,1900 - 1980,0
Tea Jorjadze,/en/tea-jorjadze,born 1971,10
Asger Jorn,/en/asger-jorn,1914 - 1973,40
José Pedro Costigliolo,/en/costigliolo,1902 - 1985,13
Peter Joseph,/en/peter-joseph,born 1929,18
Joshu Shunso,/en/joshu-shunso,1750 - 1835,6
Josignacio,/en/josignacio,born 1963,6
Paja Jovanovic,/en/paja-jovanovic,1859 - 1957,15
Donald Judd,/en/donald-judd,1928 - 1994,144
Julio Pomar,/en/julio-pomar,born 1926,30
Ilya Kabakov,/en/ilya-kabakov,born 1933,20
Kiyokata Kaburagi,/en/kiyokata-kaburagi,1887 - 1972,24
John Kacere,/en/john-kacere,1920 - 1999,20
Bela Kadar,/en/bela-kadar,1877 - 1956,26
Frida Kahlo,/en/frida-kahlo,1907 - 1954,100
Wolf Kahn,/en/wolf-kahn,born 1927,21
Vytautas Kairiukstis,/en/vytautas-kairiukstis,1890 - 1961,23
David Kakabadze,/en/david-kakabadze,1889 - 1952,72
Willem Kalf,/en/willem-kalf,1619 - 1693,23
Kamal-ol-Molk,/en/kamal-ol-molk,1845 - 1940,27
Akira Kanayama,/en/akira-kanayama,1924 - 2006,8
Wassily Kandinsky,/en/wassily-kandinsky,1866 - 1944,226
Paul Kane,/en/paul-kane,1810 - 1871,40
Felix Philipp Kanitz,/en/felix-philipp-kanitz,1829 - 1904,40
Kanō Eitoku,/en/kano-eitoku,1543 - 1590,10
Kanō Masanobu,/en/kano-masanobu,c.1434 - c.1530,5
Kanō Motonobu,/en/kano-motonobu,1476 - 1559,33
Nabil Kanso,/en/nabil-kanso,born 1946,9
Anish Kapoor,/en/anish-kapoor,born 1954,13
Allan Kaprow,/en/allan-kaprow,1927 - 2006,21
Ahmed Karahisari,/en/ahmed-karahisari,1468 - 1566,11
Hanno Karlhuber,/en/hanno-karlhuber,born 1946,17
Rosemary Karuga,/en/rosemary-karuga,1928 - 2021,16
Gertrude Kasebier,/en/gertrude-kasebier,1852 - 1934,29
Vytautas Kasiulis,/en/vytautas-kasiulis,1918 - 1995,9
Vasyl Kasiyan,/en/vasyl-kasiyan,1896 - 1976,13
Lajos Kassak,/en/lajos-kassak,1887 - 1967,25
Jacob Kassay,/en/jacob-kassay,born 1984,10
Katsuhito Nishikawa,/en/katsuhito-nishikawa,born 1949,26
Alex Katz,/en/alex-katz,born 1927,77
Angelica Kauffman,/en/angelica-kauffman,1741 - 1807,59
Craig Kauffman,/en/craig-kauffman,1932 - 2010,18
Steve Kaufman,/en/steve-kaufman,1960 - 2010,16
Wilhelm von Kaulbach,/en/wilhelm-von-kaulbach,1805 - 1874,57
Tadashi Kawamata,/en/tadashi-kawamata,born 1953,21
Kaoru Kawano,/en/kaoru-kawano,1916 - 1965,47
On Kawara,/en/on-kawara,1933 - 2014,16
Hasui Kawase,/en/hasui-kawase,1883 - 1957,74
Louay Kayyali,/en/louay-kayyali,1934 - 1978,23
Vasile Kazar,/en/vasile-kazar,1913 - 1998,38
Kazimierz Mikulski,/en/kazimierz-mikulski,1918 - 1998,15
Kazuaki Tanahashi,/en/kazuaki-tanahashi,born c.1933,33
Kazuo Shiraga,/en/kazuo-shiraga,1924 - 2008,48
Keido Fukushima,/en/keido-fukushima,1933 - 2011,11
Ellsworth Kelly,/en/ellsworth-kelly,born 1923,145
John Frederick Kensett,/en/john-frederick-kensett,1816 - 1872,16
Corita Kent,/en/corita-kent,1918 - 1986,20
György Kepes,/en/gyorgy-kepes,c.1906 - c.2001,20
Andre Kertesz,/en/andre-kertesz,1894 - 1985,17
Rashid Al Khalifa,/en/rashid-al-khalifa,born 1952,50
Fernand Khnopff,/en/fernand-khnopff,1858 - 1921,34
Petro Kholodny (Elder),/en/petro-kholodny-elder,1876 - 1930,19
Valentin Khrushch,/en/valentin-khrushch,1943 - 2005,26
Gogi Khutsishvili,/en/gogi-khutsishvili,1941 - 1993,12
Alexander Khvostenko-Khvostov,/en/alexander-khvostenko-khvostov,1895 - 1968,21
Yuriy Khymych,/en/khimich-yuriy-ivanovich,1928 - 2003,75
Abbas Kiarostami,/en/abbas-kiarostami,1940 - 2016,44
Anselm Kiefer,/en/anselm-kiefer,born 1945,39
Kitty Lange Kielland,/en/kitty-lange-kielland,1843 - 1914,33
Manfred Kielnhofer,/en/manfred-kielnhofer,born 1967,16
Michel Kikoine,/en/michel-kikoine,1892 - 1968,17
Oliver Kilbourn,/en/oliver-kilbourn,1904 - 1993,10
Kim Tschang-yeul,/en/kim-tschang-yeul,born 1929,15
Phillip King,/en/phillip-king,born 1934,15
Thomas Kinkade,/en/thomas-kinkade,1958 - 2012,30
Lyman Kipp,/en/lyman-kipp,born 1929,12
Martin Kippenberger,/en/martin-kippenberger,1953 - 1997,22
Orest Kiprensky,/en/orest-kiprensky,1782 - 1836,228
Ernst Ludwig Kirchner,/en/ernst-ludwig-kirchner,1880 - 1938,391
Raphael Kirchner,/en/raphael-kirchner,1876 - 1917,525
Moise Kisling,/en/moise-kisling,1891 - 1953,114
R. B. Kitaj,/en/r-b-kitaj,1932 - 2007,22
Theodor Severin Kittelsen,/en/theodor-severin-kittelsen,1857 - 1914,375
Konrad Klapheck,/en/konrad-klapheck,born 1935,10
Abdul Mati Klarwein,/en/abdul-mati-klarwein,1932 - 2002,77
Paul Klee,/en/paul-klee,1879 - 1940,212
Yves Klein,/en/yves-klein,1928 - 1962,98
Paula Klien,/en/paula-klien,born 1968,41
Gustav Klimt,/en/gustav-klimt,1862 - 1918,161
Franz Kline,/en/franz-kline,1910 - 1962,37
Max Klinger,/en/max-klinger,1857 - 1920,8
Hilma af Klint,/en/hilma-af-klint,1862 - 1944,26
Kmetty János,/en/kmetty-janos,1889 - 1975,169
Karl Knaths,/en/karl-knaths,1891 - 1971,30
Ludwig Knaus,/en/ludwig-knaus,1829 - 1910,95
Emily Kame Kngwarreye,/en/emily-kame-kngwarreye,1910 - 1996,75
Daniel Ridgway Knight,/en/daniel-ridgway-knight,1839 - 1924,23
Laura Knight,/en/laura-knight,1877 - 1970,43
Winifred Knights,/en/winifred-knights,1899 - 1947,9
Imi Knoebel,/en/imi-knoebel,born 1940,15
Alison Knowles,/en/alison-knowles,born 1933,10
Nikolaus Knüpfer,/en/nikolaus-knupfer,1609 - 1655,14
Martin Kober,/en/martin-kober,c.1550 - c.1598,17
Christen Kobke,/en/christen-kobke,1810 - 1848,21
Katarzyna Kobro,/en/katarzyna-kobro,1898 - 1951,9
Joseph Anton Koch,/en/joseph-anton-koch,1768 - 1839,73
Yervand Kochar,/en/yervand-kochar,1899 - 1979,23
Oskar Kokoschka,/en/oskar-kokoschka,1886 - 1980,98
Johann Koler,/en/johann-koler,1826 - 1899,16
Kathe Kollwitz,/en/kathe-kollwitz,1867 - 1945,46
Babken Kolozyan,/en/babken-kolozyan,1909 - 1994,5
Pyotr Konchalovsky,/en/pyotr-konchalovsky,1876 - 1956,925
Yov Kondzelevych,/en/yov-kondzelevych,1667 - c.1748,17
Salomon Koninck,/en/salomon-koninck,1609 - 1656,21
Alekos Kontopoulos,/en/alekos-kontopoulos,1904 - 1975,79
Jeff Koons,/en/jeff-koons,born 1955,26
Wanda Koop,/en/wanda-koop,born 1951,11
Harriet Korman,/en/harriet-korman,born 1947,11
Aladar Korosfoi-Kriesch,/en/aladar-korosfoi-kriesch,1863 - 1920,18
Konstantin Korovin,/en/konstantin-korovin,1861 - 1939,317
Alexei Korzukhin,/en/aleksey-ivanovich-korzukhin,1835 - 1894,45
Gyula Kosice,/en/gyula-kosice,born 1924,24
Ohara Koson,/en/ohara-koson,1877 - 1945,130
Joseph Kosuth,/en/joseph-kosuth,born 1945,23
Wilhelm Kotarbinski,/en/wilhelm-kotarbinski,1849 - 1921,119
Jannis Kounellis,/en/jannis-kounellis,born 1936,14
Georgi Kovachev,/en/georgi-kovachev,1920 - 2012,21
Joyce Kozloff,/en/joyce-kozloff,born 1942,56
Barbara Krafft,/en/barbara-krafft,1764 - 1825,16
Ivan Kramskoy,/en/ivan-kramskoy,1837 - 1887,157
Edward Krasinski,/en/edward-krasinski,1925 - 2004,15
Lee Krasner,/en/lee-krasner,1908 - 1984,23
Michael Krebber,/en/michael-krebber,born 1954,10
Pinchus Kremegne,/en/pinchus-kremegne,1890 - 1981,12
Veniamin Kremer,/en/veniamin-kremer,1899 - 1977,13
Joseph Kreutzinger,/en/joseph-kreutzinger,1757 - 1829,30
Josef Kriehuber,/en/josef-kriehuber,1800 - 1876,163
John Lewis Krimmel,/en/john-lewis-krimmel,1786 - 1821,20
Lubo Kristek,/en/lubo-kristek,born 1943,34
Oda Krohg,/en/oda-krohg,1860 - 1935,17
Leon Kroll,/en/leon-kroll,1884 - 1974,12
Peder Severin Kroyer,/en/peder-severin-kroyer,1851 - 1909,60
Barbara Kruger,/en/barbara-kruger,born 1945,22
Alfred Krupa,/en/alfred-krupa-0,1915 - 1989,42
Alfred Freddy Krupa,/en/alfred-freddy-krupa,born 1971,698
Nicholas Krushenick,/en/nicholas-krushenick,1929 - 1999,17
Fedir Krychevsky,/en/fedir-krychevsky,1879 - 1947,23
Vasyl Hryhorovych Krychevsky,/en/vasyl-hryhorovych-krychevsky,1873 - 1952,14
Alfred Kubin,/en/alfred-kubin,1877 - 1959,26
Gary Kuehn,/en/gary-kuehn,born 1939,13
Heinrich Kuhn,/en/heinrich-kuhn,1866 - 1944,22
Arkhip Kuindzhi,/en/arkhip-kuindzhi,1842 - 1910,178
Kukryniksy,/en/kukryniksy,c.1924 - 1957,174
Nikolai Kulbin,/en/nikolai-kulbin,1868 - 1917,18
Yasuo Kuniyoshi,/en/yasuo-kuniyoshi,1889 - 1953,93
Moshe Kupferman,/en/moshe-kupferman,1926 - 2003,38
Frantisek Kupka,/en/frantisek-kupka,1871 - 1957,85
Aki Kuroda,/en/aki-kuroda,born 1944,22
Max Kurzweil,/en/max-kurzweil,1867 - 1916,17
Yayoi Kusama,/en/yayoi-kusama,born 1929,27
Vladimir Kush,/en/vladimir-kush,born 1965,10
Boris Kustodiev,/en/boris-kustodiev,1878 - 1927,645
Manfred Kuttner,/en/manfred-kuttner,1937 - 2007,13
Nikolai Kuznetsov,/en/nikolai-dmitriyevich-kuznetsov,1850 - 1929,20
Henry Herbert La Thangue,/en/henry-herbert-la-thangue,1859 - 1929,63
Georges de la Tour,/en/georges-de-la-tour,1593 - 1652,60
Maurice Quentin de La Tour,/en/maurice-quentin-de-la-tour,1704 - 1788,148
Felix Labisse,/en/felix-labisse,1905 - 1982,24
Georges Lacombe,/en/georges-lacombe,1868 - 1916,23
Lev Lagorio,/en/lev-lagorio,1826 - 1905,59
Maria Lai,/en/maria-lai,1919 - 2013,8
Wolfgang Laib,/en/wolfgang-laib,born 1950,10
Vajda Lajos,/en/vajda-lajos,1908 - 1941,44
Maxime Lalanne,/en/maxime-lalanne,1827 - 1886,21
Georges Lallemand,/en/georges-lallemand,c.1575 - 1636,8
Yves Laloy,/en/yves-laloy,1920 - 1999,12
Wifredo Lam,/en/wifredo-lam,1902 - 1982,28
Giulia Lama,/en/giulia-lama,1681 - 1747,12
Jacqueline Lamba,/en/jacqueline-lamba,1910 - 1993,20
George Lambert,/en/george-lambert,1700 - 1765,39
George Washington Lambert,/en/george-washington-lambert,1873 - 1930,51
Jim Lambie,/en/jim-lambie,born 1964,11
Vilho Lampi,/en/vilho-lampi,1898 - 1936,20
Mark Lancaster,/en/mark-lancaster,born 1938,19
Eugene Lanceray,/en/evgeniy-evgenevich,1875 - 1946,36
Ronnie Landfield,/en/ronnie-landfield,born 1947,150
Edwin Henry Landseer,/en/edwin-henry-landseer,1802 - 1873,55
Rudolf Láng,/en/rudolf-lang,1904 - 1991,42
Jérôme-Martin Langlois,/en/jerome-martin-langlois,1779 - 1838,9
Martyl Langsdorf,/en/martyl-langsdorf,1917 - 2013,15
Fernando Lanhas,/en/fernando-lanhas,1923 - 2012,14
Andre Lanskoy,/en/andre-lanskoy,1902 - 1976,49
Alvaro Lapa,/en/alvaro-lapa,1939 - 2006,22
Charles Lapicque,/en/charles-lapicque,1898 - 1988,64
Mikhail Larionov,/en/mikhail-larionov,1881 - 1964,60
Charles-Philippe Lariviere,/en/charles-philippe-lariviere,1798 - 1876,33
Marcus Larson,/en/marcus-larson,1825 - 1864,18
Carl Larsson,/en/carl-larsson,1853 - 1919,117
Philip de Laszlo,/en/philip-de-laszlo,1869 - 1937,16
Dorothy Lathrop,/en/dorothy-lathrop,1891 - 1980,117
Maggie Laubser,/en/maggie-laubser,1886 - 1973,40
Sydney Laurence,/en/sydney-laurence,1865 - 1940,16
Marie Laurencin,/en/marie-laurencin,1883 - 1956,34
Henri Laurens,/en/henri-laurens,1885 - 1954,35
Jean-Paul Laurens,/en/jean-paul-laurens,1838 - 1921,17
Charles Laval,/en/charles-laval,1862 - 1894,11
John Lavery,/en/john-lavery,1856 - 1941,20
Bob Law,/en/bob-law,1934 - 2004,15
Jacob Lawrence,/en/jacob-lawrence,1917 - 2000,37
Thomas Lawrence,/en/thomas-lawrence,1769 - 1830,206
Ernest Lawson,/en/ernest-lawson,1873 - 1939,45
Bice Lazzari,/en/bice-lazzari,1900 - 1981,28
Pietro Lazzari,/en/pietro-lazzari,1895 - 1979,21
Charles Le Brun,/en/charles-le-brun,1619 - 1690,67
Henri Le Fauconnier,/en/henri-le-fauconnier,1881 - 1946,21
Jacques Le Marechal,/en/jacques-le-marechal,born 1928,11
Jean Le Moal,/en/jean-le-moal,1909 - 2007,17
Le Nain brothers,/en/le-nain-brothers,c.1599 - c.1648,45
Julio Le Parc,/en/julio-le-parc,born 1928,35
Le Pho,/en/le-pho,1907 - 2001,46
Blek le Rat,/en/blek-le-rat,born 1952,29
Eustache Le Sueur,/en/eustache-le-sueur,1617 - 1655,33
Edward Lear,/en/edward-lear,1812 - 1888,31
Klavdy Lebedev,/en/klavdy-lebedev,1852 - 1916,16
Mikhail Lebedev,/en/mikhail-lebedev,1811 - 1837,16
Walter Leblanc,/en/walter-leblanc,1932 - 1986,15
Lech Jankowski,/en/lech-jankowski,born 1956,98
Bart van der Leck,/en/bart-van-der-leck,1876 - 1958,17
Fernand Leduc,/en/fernand-leduc,1916 - 2014,10
Alan Lee,/en/alan-lee,born 1947,15
John Lee,/en/john-lee,born 1839,4
Lee Ufan,/en/lee-ufan,born 1936,19
John Leech,/en/john-leech,1817 - 1864,119
